,Resample,RMSLE,beta,d_I,p,c,d_T,r,k_T,c_T,U_0,I_0,V_0,T_0
199,200.0,1.1434908366460133,4.5163063473594275e-05,4.91046877271561e-07,1.0,12.728769239370983,0.012,0.20015162358361493,10.002485878765583,2.168488535736479e-06,1000000.0,0.0,25.0,517910.6666666667
200,201.0,1.0762745693257285,4.006976998980846e-05,4.519487108395627e-07,1.0,10.592052755249142,0.012,0.2340611327593365,27.800612822175026,2.387894659783285e-09,1000000.0,0.0,25.0,477428.0
201,202.0,1.1214448513844353,3.7569938947376995e-05,4.3321270378115704e-07,1.0,9.791177249534819,0.012,0.23987600147329857,210.55590897798538,3.958653405078394e-10,1000000.0,0.0,25.0,576390.6666666666
202,203.0,1.1195670417003818,4.291735053096633e-05,4.6376300778673253e-07,1.0,11.759572392246731,0.012,0.21210955589980784,16.390077158808708,4.4249768704762715e-07,1000000.0,0.0,25.0,517910.6666666667
203,204.0,1.1549970883476628,6.12183591909519e-05,4.188820457391772e-07,1.0,16.909020227653322,0.012,0.19867360119013,61.93518478423357,1.7298623644634858e-09,1000000.0,0.0,25.0,616873.3333333334
204,205.0,1.0534824526379545,4.153691998618506e-05,5.201609827798224e-07,1.0,10.243922932225018,0.012,0.19260759082876433,96.68796609342098,8.193588030280807e-10,1000000.0,0.0,25.0,576390.6666666666
205,206.0,1.0325481996080428,5.2166850771972404e-05,4.479358713649939e-07,1.0,14.640057469581109,0.012,0.2211529940087189,10.000000074505806,1.9019512909057568e-08,1000000.0,0.0,25.0,477428.0
206,207.0,1.120927525204634,4.5641016011271314e-05,4.876011401028896e-07,1.0,12.199428422460208,0.012,0.1982888984481903,10.000000424683094,5.261166502457115e-10,1000000.0,0.0,25.0,517910.6666666667
207,208.0,1.058993812673278,4.789452021331973e-05,5.066065713119145e-07,1.0,12.292683023821063,0.012,0.22758903857886992,10.000000193715096,0.04450197673187012,1000000.0,0.0,25.0,337982.6666666667
208,209.0,1.0977953794739455,4.227835239773551e-05,4.4898658598583984e-07,1.0,10.70093767891099,0.012,0.23393054568443006,10.000000186264515,0.002664105011479956,1000000.0,0.0,25.0,436945.3333333333
209,210.0,1.1185497455723277,4.8850299554216164e-05,5.073719208207811e-07,1.0,13.867723458221079,0.012,0.2257077418327711,10.00002720952034,0.01767421196356228,1000000.0,0.0,25.0,378465.3333333333
210,211.0,1.1372942429781265,4.642837098731051e-05,4.598305862045881e-07,1.0,12.442435308605639,0.012,0.23759863488541555,10.000000230967999,0.022629219232542352,1000000.0,0.0,25.0,378465.3333333333
211,212.0,1.1818708692099658,1.6470173467074218e-05,4.810302749365999e-06,1.0,1.428547673071911,0.012,0.2322091743785677,10.000000096857548,0.08005222700330972,1000000.0,0.0,25.0,337982.6666666667
212,213.0,1.107789435329862,3.923655150269174e-05,5.628468669152364e-07,1.0,9.927963079845398,0.012,0.19425474622935468,10.000003136694431,3.6909253431360867e-10,1000000.0,0.0,25.0,477428.0
213,214.0,1.0489285411178484,4.3266610402553415e-05,3.954375759561063e-07,1.0,11.487082926040763,0.012,0.23261398497032104,10.000000022351742,0.08585200630192841,1000000.0,0.0,25.0,378465.3333333333
214,215.0,1.1154666046896926,3.2720133878610575e-05,5.423421319020286e-07,1.0,8.39942754445481,0.012,0.23501072961144587,10.000000543892384,7.150097180996795e-11,1000000.0,0.0,25.0,378465.3333333333
215,216.0,1.1272763978152835,3.9942168780628896e-05,4.1430057289374973e-07,1.0,9.925008217625653,0.012,0.23042575701984447,191.45626151561737,1.5145223963841659e-10,1000000.0,0.0,25.0,616873.3333333334
216,217.0,1.0877642329080492,6.320399004168474e-05,4.659511390741545e-07,1.0,18.26653180587145,0.012,0.24039069753573017,10.000000044703484,9.911621412506122e-09,1000000.0,0.0,25.0,378465.3333333333
217,218.0,1.049606878179371,2.927252591997192e-05,5.677924399909151e-07,1.0,7.348568291460651,0.012,0.1757806797587591,28.37755735963583,2.121476327943128e-10,1000000.0,0.0,25.0,616873.3333333334
218,219.0,1.1492763534503991,4.840434581828373e-05,4.4798501534300446e-07,1.0,12.063222282603618,0.012,0.18931371830772292,27.40458795428276,4.249711693660174e-12,1000000.0,0.0,25.0,616873.3333333334
219,220.0,0.9591017671199811,3.772671134629756e-05,4.018931123928233e-07,1.0,9.091895890154923,0.012,0.25180189635815253,36.91195546835661,0.0032771459941594028,1000000.0,0.0,25.0,477428.0
220,221.0,1.1588457767750546,2.07682138149874e-05,4.816376187164091e-06,1.0,1.300035055662775,0.012,0.18788959133128458,10.000000059604645,2.4106328044837255e-11,1000000.0,0.0,25.0,576390.6666666666
221,222.0,1.0890011631632304,4.721953326445689e-05,4.954355025949591e-07,1.0,12.579449552257628,0.012,0.23567504597042443,10.000044383108616,9.871717615572706e-08,1000000.0,0.0,25.0,378465.3333333333
222,223.0,1.2376221110936558,1.799236318621492e-05,4.074212609773667e-06,1.0,1.3860869399950317,0.012,0.1943415168500664,10.000000022351742,4.276012877113544e-11,1000000.0,0.0,25.0,517910.6666666667
223,224.0,1.1179058088025087,5.706019676276662e-05,4.501266506677881e-07,1.0,15.311245774835129,0.012,0.22023935090640379,26.289460487663746,4.922307061949738e-09,1000000.0,0.0,25.0,477428.0
224,225.0,1.0767305726719858,5.5331095374553296e-05,4.323241154871604e-07,1.0,15.517758351201927,0.012,0.22792164319466934,54.701797001063824,4.680527021516667e-09,1000000.0,0.0,25.0,517910.6666666667
225,226.0,1.120197586361529,5.5226484005043824e-05,4.799743548150045e-07,1.0,14.05363970891284,0.012,0.20449808261884073,10.000000312924385,6.038044120248998e-09,1000000.0,0.0,25.0,477428.0
226,227.0,1.1445434494976214,1.7812171668281483e-05,3.940434903282447e-06,1.0,1.486136986742963,0.012,0.20102456415604308,17.349135264754295,9.498846154087914e-12,1000000.0,0.0,25.0,576390.6666666666
227,228.0,1.1129918062702548,6.74925984893005e-05,3.7146353704076255e-07,1.0,17.32103048171247,0.012,0.23651346578128596,10.000007756054401,0.06607247977889252,1000000.0,0.0,25.0,378465.3333333333
228,229.0,1.0902835638221051,1.9734421938187017e-05,4.28125843779827e-06,1.0,1.3844908451825049,0.012,0.17697622741199837,10.0,1.0930145677434666e-13,1000000.0,0.0,25.0,616873.3333333334
229,230.0,1.186374263209874,1.3957091472247537e-05,2.5496089087120996e-06,1.0,1.8662864203546121,0.012,0.20754197323596912,10.00000011920929,0.006293091973091081,1000000.0,0.0,25.0,477428.0
230,231.0,0.9877537573058025,5.868564765869146e-05,4.1900517893119464e-07,1.0,14.406136419475615,0.012,0.26302412891485716,33.902064956724644,0.004473905914225695,1000000.0,0.0,25.0,378465.3333333333
231,232.0,1.052362524892147,4.6480301226702025e-05,4.107183280367533e-07,1.0,12.3946408471839,0.012,0.23234839640257832,193.83423975855112,7.76378961120372e-13,1000000.0,0.0,25.0,616873.3333333334
232,233.0,1.0528770522894222,4.939831349986776e-05,4.4225708903797214e-07,1.0,13.135389353580138,0.012,0.23825266176722693,10.000000916421413,1.0914914860826741e-08,1000000.0,0.0,25.0,418948.0
233,234.0,1.148497995539995,5.682104839319042e-05,4.468269845890938e-07,1.0,14.857884936627094,0.012,0.251619235104414,10.0,0.022134643998737824,1000000.0,0.0,25.0,337982.6666666667
234,235.0,1.1410850650160527,3.6874556305847375e-05,4.861280892270862e-07,1.0,9.294076299315535,0.012,0.16700743540767604,385.8570276796818,0.030063275167408365,1000000.0,0.0,25.0,715836.0
235,236.0,1.1272235733167357,5.960657848686815e-05,4.0423166731708263e-07,1.0,17.039369018879142,0.012,0.23023610724671073,11.43805119395256,4.244075257897606e-09,1000000.0,0.0,25.0,477428.0
236,237.0,1.0484045207270487,4.4838551781774995e-05,4.23992035101038e-07,1.0,13.048985188503408,0.012,0.22094341738839773,118.02598766982555,1.7431017185209896e-09,1000000.0,0.0,25.0,616873.3333333334
237,238.0,1.0506243747414052,7.148876634924467e-05,4.6213267478548153e-07,1.0,20.00515983829974,0.012,0.23719890325335768,10.000000029802322,0.03183645767985621,1000000.0,0.0,25.0,337982.6666666667
238,239.0,1.061248083778054,5.5688688447465424e-05,4.522196106651651e-07,1.0,14.766140175476622,0.012,0.19287323644495302,17.332905761897564,4.511969847742492e-08,1000000.0,0.0,25.0,576390.6666666666
239,240.0,1.1530109542774807,3.690172340333157e-05,4.842155203333616e-07,1.0,9.59663538514382,0.012,0.19996430463642412,30.04385843127966,5.963407545550581e-11,1000000.0,0.0,25.0,576390.6666666666
240,241.0,1.0690205442702703,4.324488296360128e-05,4.743192773416755e-07,1.0,11.789413860017419,0.012,0.2127047134572777,10.002440333366394,5.4153820261415575e-08,1000000.0,0.0,25.0,477428.0
241,242.0,1.0709415607661315,5.679335108675587e-05,3.916926126010985e-07,1.0,14.950697489939884,0.012,0.22606683798127136,19.22919922322035,3.264270520553225e-10,1000000.0,0.0,25.0,517910.6666666667
242,243.0,1.0558719124303775,5.5407146878865576e-05,4.801374792465357e-07,1.0,14.308773343748634,0.012,0.22254177177633494,10.000071845948696,0.0001532846483893735,1000000.0,0.0,25.0,418948.0
243,244.0,1.2154847892746972,1.7694601324518828e-05,5.00199351952994e-06,1.0,1.5662493654746257,0.012,0.21640811892749667,18.683007322251797,0.04038741288700126,1000000.0,0.0,25.0,436945.3333333333
244,245.0,1.237202686108858,5.539139263696157e-05,4.62005562504013e-07,1.0,15.48008779209875,0.012,0.2083205577438605,17.776448287069798,5.644289202688668e-09,1000000.0,0.0,25.0,517910.6666666667
245,246.0,1.1194946241902077,2.1282958632376422e-05,5.204500582434045e-06,1.0,1.2248294263432342,0.012,0.24372444143328664,103.63767735660076,9.960193780855775e-11,1000000.0,0.0,25.0,576390.6666666666
246,247.0,1.1677239269019433,4.499677449391201e-05,5.054532987311549e-07,1.0,11.871049356333785,0.012,0.17687802731632019,22.06480323523283,3.475980614453533e-11,1000000.0,0.0,25.0,616873.3333333334
247,248.0,1.0532193743097549,4.456764880330951e-05,4.908236227527463e-07,1.0,12.136762412061465,0.012,0.19912472672240966,10.000026494264603,1.516563030712348e-08,1000000.0,0.0,25.0,517910.6666666667
248,249.0,1.1780659858592517,1.552480345241628e-05,3.126155808758199e-06,1.0,1.8049050850490005,0.012,0.21458538606720623,51.17532829940319,2.2343255023926645e-10,1000000.0,0.0,25.0,576390.6666666666
249,250.0,1.1060639159051167,3.8427426172041765e-05,4.920406938872194e-07,1.0,10.234272621849044,0.012,0.2225593389026983,30.370527051389217,1.060464493995994e-10,1000000.0,0.0,25.0,477428.0
250,251.0,1.051792167606587,3.416526795763295e-05,4.985569937304159e-07,1.0,9.11477255668958,0.012,0.2269725510913716,10.000000022351742,1.1119536957870935e-09,1000000.0,0.0,25.0,436945.3333333333
251,252.0,1.2715219831707942,5.19754798002925e-05,4.737612423572838e-07,1.0,14.092908751914138,0.012,0.21925490416247584,10.000336840748787,1.5056602631347005e-09,1000000.0,0.0,25.0,436945.3333333333
252,253.0,1.0730601057572602,4.106732712259066e-05,5.065212471024044e-07,1.0,9.784512106727263,0.012,0.19601683730659403,11.726070418953896,6.23794349507989e-11,1000000.0,0.0,25.0,517910.6666666667
253,254.0,1.1028631692002497,4.878620452902346e-05,4.898169865030888e-07,1.0,14.37106726540717,0.012,0.21625594752007515,20.47870395332575,2.8242705951697644e-09,1000000.0,0.0,25.0,477428.0
254,255.0,1.0487697535835356,3.4083146092922176e-05,4.875064931562781e-07,1.0,8.423397056543955,0.012,0.2109727806913,73.73214007914066,9.811876311438539e-10,1000000.0,0.0,25.0,576390.6666666666
255,256.0,1.1921706181290834,4.082580749920362e-05,5.439486277955565e-07,1.0,10.213308851848566,0.012,0.1497266146604943,43.033743783831596,5.289879645431483e-12,1000000.0,0.0,25.0,715836.0
256,257.0,1.1621689006054579,1.9924645059842294e-05,6.1815975668989045e-06,1.0,1.2671173710905919,0.012,0.22762495051527054,20.800731763243675,0.03090994447952705,1000000.0,0.0,25.0,378465.3333333333
257,258.0,1.1388466116032525,4.768998312898864e-05,4.156024745970957e-07,1.0,13.214506390059384,0.012,0.24200792238977442,10.00000025331974,0.04377768715475461,1000000.0,0.0,25.0,378465.3333333333
258,259.0,1.0989442459496561,3.469600702854804e-05,5.131523697823323e-07,1.0,7.895532403908945,0.012,0.1583301355422151,36.3296115770936,1.9046014765322639e-10,1000000.0,0.0,25.0,715836.0
259,260.0,1.0942465586656396,5.2744005311331583e-05,4.132871908845085e-07,1.0,14.914634930731808,0.012,0.26404317004473654,10.00000012665987,0.06429786988367048,1000000.0,0.0,25.0,297500.0
260,261.0,1.044378169662123,4.9955301415331996e-05,4.3176307860975016e-07,1.0,13.101181989768996,0.012,0.2247056961611591,11.080947503447533,0.0007881723103975724,1000000.0,0.0,25.0,477428.0
261,262.0,1.2672842677986473,1.6754565409882904e-05,4.626248888880486e-06,1.0,1.4002348868241654,0.012,0.22122128252819095,10.000000052154064,0.11413544009986198,1000000.0,0.0,25.0,337982.6666666667
262,263.0,1.1294756000486315,3.411902489656978e-05,4.86667576365615e-07,1.0,8.406256161778927,0.012,0.2245201707434319,22.95787536352873,7.035887428230581e-10,1000000.0,0.0,25.0,477428.0
263,264.0,1.1006558753722644,6.294381370210224e-05,4.168392521250412e-07,1.0,17.55632782974515,0.012,0.22295716344812888,16.260089710354805,1.4155226157885892e-08,1000000.0,0.0,25.0,477428.0
264,265.0,1.096935222060554,6.229166668006458e-05,4.037792776296923e-07,1.0,16.938196587250005,0.012,0.2377938472591481,10.000000052154064,5.296912908292484e-11,1000000.0,0.0,25.0,436945.3333333333
265,266.0,0.9342765298267822,5.3345262089554024e-05,4.5789995166754224e-07,1.0,13.431200324663514,0.012,0.2422991920788391,10.00000761449337,3.576590462683882e-08,1000000.0,0.0,25.0,378465.3333333333
266,267.0,1.1300791800001533,1.686864827863859e-05,4.549945764028975e-06,1.0,1.3766442035931092,0.012,0.22235553278797227,10.000000067055225,0.09194069744324052,1000000.0,0.0,25.0,337982.6666666667
267,268.0,1.0874915639308995,5.048518189879545e-05,3.7745084770668836e-07,1.0,13.808522744759408,0.012,0.2600666836123722,50.51086185872555,1.037638863721213e-10,1000000.0,0.0,25.0,477428.0
268,269.0,1.1329901853756161,5.250880232097472e-05,4.3699015282184904e-07,1.0,15.058608428880369,0.012,0.23448307615191766,10.000003948807716,8.516354288445882e-11,1000000.0,0.0,25.0,436945.3333333333
269,270.0,1.10951768957306,1.8054814730033425e-05,3.6339759636184175e-06,1.0,1.3200542746360213,0.012,0.19240613386908478,10.0,1.071365218763276e-14,1000000.0,0.0,25.0,517910.6666666667
270,271.0,1.1698734538531714,4.1830539823242094e-05,4.68002728432812e-07,1.0,11.189424090195857,0.012,0.23324696968455783,10.000001586973667,3.7407948405565605e-09,1000000.0,0.0,25.0,418948.0
271,272.0,1.0834627016592728,4.1286764233072954e-05,5.379503486420108e-07,1.0,11.335089132796625,0.012,0.23162949131479849,10.00000012665987,0.029211442520744813,1000000.0,0.0,25.0,337982.6666666667
272,273.0,1.1487646962107476,5.379323294298773e-05,4.1717581507052994e-07,1.0,14.448640503965635,0.012,0.2224275568603744,10.0000009983778,0.004464937725013107,1000000.0,0.0,25.0,477428.0
273,274.0,1.1286501581922015,4.699276599183718e-05,4.2792497948238e-07,1.0,12.251153142016122,0.012,0.18895004952322836,10.00000162422657,6.192794610448971e-10,1000000.0,0.0,25.0,616873.3333333334
274,275.0,1.2239931737768053,1.778434502354577e-05,4.769577012430371e-06,1.0,1.371368915226327,0.012,0.2024744278585402,10.0,0.007015969950465439,1000000.0,0.0,25.0,436945.3333333333
275,276.0,1.1575237439117942,4.87593643341525e-05,4.560378443959693e-07,1.0,12.94241296111742,0.012,0.22374844293284468,25.432654604315758,1.1993863124892812e-09,1000000.0,0.0,25.0,477428.0
276,277.0,1.1293302283598914,4.743058690868276e-05,4.136679992438485e-07,1.0,13.2534231093722,0.012,0.22125025198587167,42.01752232015133,7.84595416414291e-09,1000000.0,0.0,25.0,576390.6666666666
277,278.0,1.1736061946522713,7.14000273353907e-05,4.281749458521673e-07,1.0,20.52859812615532,0.012,0.22097685278725265,17.578753374516964,0.0034566953270798173,1000000.0,0.0,25.0,477428.0
278,279.0,1.1930578584181797,6.062074275770768e-05,4.816011855420131e-07,1.0,17.12457781430028,0.012,0.19757296663488688,22.54463954269886,7.943962154755013e-11,1000000.0,0.0,25.0,517910.6666666667
279,280.0,1.164135501151772,1.6110913122587518e-05,4.815640168875884e-06,1.0,1.370234642610825,0.012,0.23821915019779993,10.0,0.11854478460994905,1000000.0,0.0,25.0,297500.0
280,281.0,1.1555134438479153,1.8801910426817816e-05,4.29597794633984e-06,1.0,1.4605396538703914,0.012,0.18668920900485375,10.0,7.058797990566745e-13,1000000.0,0.0,25.0,576390.6666666666
281,282.0,1.0673838608890436,1.692770602788221e-05,4.02746461399318e-06,1.0,1.4433072431501657,0.012,0.20915873731147627,36.02118910104036,1.1284423395707677e-10,1000000.0,0.0,25.0,477428.0
282,283.0,1.0896436525136062,4.7523288880079226e-05,4.401285137800714e-07,1.0,13.130420805994078,0.012,0.23322850944761342,34.53364182263613,3.9990988298654884e-10,1000000.0,0.0,25.0,477428.0
283,284.0,1.189935414824615,4.5572405222031105e-05,4.3014254806245946e-07,1.0,12.533720760891569,0.012,0.21207047479786922,86.88003426790237,1.3758928996132624e-09,1000000.0,0.0,25.0,616873.3333333334
284,285.0,1.1648335815222794,6.074182645299117e-05,4.1882847028074934e-07,1.0,16.9481978364361,0.012,0.2518531226174332,10.000005550682545,4.870810754731281e-09,1000000.0,0.0,25.0,378465.3333333333
285,286.0,1.0877922037139718,5.424692994883785e-05,4.787046393436232e-07,1.0,14.734838099065868,0.012,0.24429935769536115,10.0,0.058104102200442875,1000000.0,0.0,25.0,297500.0
286,287.0,1.1709446438920126,1.5326612239631234e-05,3.325741708769001e-06,1.0,1.6864912347579946,0.012,0.21523026297246162,10.0,0.007264717440638002,1000000.0,0.0,25.0,477428.0
287,288.0,1.0942115159527646,6.3843375506601e-05,3.9248776630819795e-07,1.0,17.848437231390065,0.012,0.24690703015172488,47.043719321489334,6.979023114972449e-05,1000000.0,0.0,25.0,477428.0
288,289.0,1.0674188458875922,1.7564098424050096e-05,4.33499431772078e-06,1.0,1.281499559420169,0.012,0.2091783094864752,10.0,0.0046395773441541555,1000000.0,0.0,25.0,418948.0
289,290.0,1.125662173058241,5.2128781246696756e-05,4.2022287340272275e-07,1.0,14.11098617042773,0.012,0.25102216821092327,10.000000178813934,0.014644880671315641,1000000.0,0.0,25.0,378465.3333333333
290,291.0,1.0301487329616383,5.2938090182666484e-05,4.478503002945414e-07,1.0,13.741609678457586,0.012,0.23690739162579888,13.929684102535248,6.352303127954428e-10,1000000.0,0.0,25.0,418948.0
291,292.0,1.073957524693318,1.6519177258296734e-05,4.446008350500031e-06,1.0,1.3537964469478538,0.012,0.22148992918265265,10.00205460190773,0.08414082352210794,1000000.0,0.0,25.0,337982.6666666667
292,293.0,1.1922823586599343,4.477241486917934e-05,4.72100615034965e-07,1.0,11.343026642633419,0.012,0.18624235354602803,10.00000274926424,4.118333452041156e-11,1000000.0,0.0,25.0,576390.6666666666
293,294.0,1.0701834977224334,3.7398681580949507e-05,4.048730366510339e-07,1.0,9.213562032815943,0.012,0.22128219031482388,60.221655651926994,3.6528724489670594e-11,1000000.0,0.0,25.0,616873.3333333334
294,295.0,1.1575174793243626,6.149858443315928e-05,5.088526513547499e-07,1.0,17.463429744176985,0.012,0.2355083217243532,10.000000566244125,0.014970931337617677,1000000.0,0.0,25.0,337982.6666666667
295,296.0,0.9635775612758549,1.675054023495218e-05,4.093234542901766e-06,1.0,1.3971745529368604,0.012,0.21372736450322094,10.0,0.09139724731148413,1000000.0,0.0,25.0,378465.3333333333
296,297.0,1.1475323420340695,1.607025108835438e-05,3.85054684812217e-06,1.0,1.8150479805851774,0.012,0.18356082642581129,10.0,1.6030032856662046e-10,1000000.0,0.0,25.0,477428.0
297,298.0,1.0411032193928382,3.4798067919871856e-05,4.864558609119477e-07,1.0,8.809281983952665,0.012,0.20603654254366432,107.552356377244,1.0790787152714643e-09,1000000.0,0.0,25.0,616873.3333333334
298,299.0,1.088194316436752,1.7336366520382456e-05,4.471466747136104e-06,1.0,1.5178817178431956,0.012,0.21945205205533114,23.467865854501724,3.253231017907865e-12,1000000.0,0.0,25.0,477428.0
299,300.0,0.993152526717782,5.950510692001485e-05,3.918964946656025e-07,1.0,16.510203983306027,0.012,0.24626981796179592,37.61940210312605,3.0156264707592584e-09,1000000.0,0.0,25.0,477428.0
